dummy ein,status,instrumentDesc,serialNum,calInterval,siteCode,owner,project,manufacturer,iso,calJob,calPlace,calCost,dateReceived,id,ein_new,dateCompleted,jobStatus,calCurrency,incomingShip,outgoingShip
95145,In review,Fluke117,URI99FNH8OD,12,ISL,Deanna,PP,Lavasoft,YES,External,In-site,3.28,07/22/2019,347,1195145,,Completed,,,
64429,In review,Ionizer Fan,OVQ74CQT3SS,12,SS,Destiny,Keysight,Microsoft,NO,External,In-site,4.89,07/22/2019,348,1164429,,Completed,,,
94671,In review,Data Switch,UET24BKC7FT,3,HS,Rafael,Dell,Finale,YES,Internal,In-site,4.55,07/22/2019,349,1194671,,Completed,,,
50702,In review,DC Power Supply,FML67GCF6ZW,6,HS,Montana,Honeywell,Lavasoft,NO,Internal,Site,5.46,07/23/2019,350,1150702,,Completed,,,
69824,Approved,Tenma DMM,ISK65GDD3FO,12,HS,Autumn,Dell,Yahoo,NO,Internal,In-site,3.62,07/23/2019,351,1169824,,Completed,,,
81468,Approved,DC Power Supply,LOP90ULQ2YU,3,HS,Veronica,Honeywell,Borland,NO,External,In-site,0.55,07/23/2019,352,1181468,,Completed,,,
13882,Approved,Ionizer Gun,VUZ17QIB2XA,3,HS,Zenia,Dell,Yahoo,NO,External,Site,0.1,07/24/2019,353,1113882,,Completed,,,
47838,Completed,Fluke117,LZK19KMO0LF,12,HS,Amal,Dell,Lavasoft,YES,Internal,In-site,9.19,07/24/2019,354,1147838,,Completed,,,
53775,Approved,Datapaq Q18,ZSP80KHE0EG,6,RS,Hedda,Dell,Altavista,YES,Internal,In-site,7.92,07/24/2019,355,1153775,,Completed,,,
40940,Approved,Datapaq Q18,ABH26ZWL5YY,6,RSE,Ingrid,Keysight,Lavasoft,NO,Internal,Site,1.81,07/25/2019,356,1140940,,Completed,,,
4937,Approved,Datapaq Q18,ZXS84MMD1RU,6,HS,Hedley,Keysight,Macromedia,YES,External,Site,4.94,07/25/2019,357,114937,,Completed,,,
20941,Completed,Data Switch,EXR70QRA0WC,3,SS,Nolan,Keysight,Yahoo,YES,External,In-site,1.63,07/25/2019,358,1120941,,Completed,,,
91144,Completed,Caliper,EJA81GFW0OF,12,SS,Denton,Honeywell,Macromedia,YES,Internal,In-site,1.59,07/25/2019,359,1191144,,Completed,,,
45640,In review,Ionizer Gun,GIY89UNR6FN,3,SS,Murphy,Honeywell,Chami,NO,Internal,Site,7.81,07/25/2019,360,1145640,,Completed,,,
12020,In review,Caliper,LYJ92UDK6NP,3,ISL,Xaviera,Dell,Macromedia,YES,External,Site,4.22,07/25/2019,361,1112020,,Completed,,,
19196,In review,Data Switch,TPK56GPR1MX,3,RS,Sacha,Dell,Microsoft,YES,External,Site,6.83,07/25/2019,362,1119196,,Completed,,,
28534,Approved,Ionizer Gun,QHV55AHV8EG,3,RS,Cameron,Honeywell,Lycos,NO,External,In-site,6.6,07/25/2019,363,1128534,,Completed,,,
67537,Approved,DC Power Supply,KTH29MKW5JM,6,ISL,Cheyenne,PP,Chami,YES,External,In-site,9.18,07/25/2019,364,1167537,,Completed,,,
42891,Approved,Ionizer Fan,PBC79JFT0TH,12,SS,Steel,Keysight,Finale,NO,External,Site,1.35,07/25/2019,365,1142891,,Completed,,,
79021,In review,DC Power Supply,JCL51AJP1VV,6,ISL,Hashim,PP,Altavista,YES,Internal,In-site,8.75,07/25/2019,366,1179021,,Completed,,,
7533,Completed,Tenma DMM,GUP94VTZ5FT,6,ISL,Basia,PP,Macromedia,NO,Internal,Site,1.61,07/25/2019,367,117533,,Completed,,,
76879,Completed,Tenma DMM,CAF77YIT0AZ,12,RS,Maxwell,Keysight,Yahoo,NO,Internal,Site,5.43,07/26/2019,368,1176879,,Completed,,,
46019,Approved,Ionizer Fan,AME12HRW0YA,12,RSE,Audra,Dell,Altavista,YES,External,In-site,8.61,07/26/2019,369,1146019,,Completed,,,
48525,In review,Ionizer Gun,JPB31PTP2OV,6,RS,Gemma,Honeywell,Adobe,YES,External,In-site,0.37,07/27/2019,370,1148525,,Completed,,,
30226,In review,Caliper,GVB53JYN3PV,3,RSE,Paki,PP,Google,NO,External,In-site,9.89,07/27/2019,371,1130226,,Completed,,,
2264,Approved,Data Switch,CQS04OTH9ME,12,RS,Rogan,PP,Borland,NO,Internal,In-site,9.25,07/27/2019,372,112264,,Completed,,,
22906,Completed,DC Power Supply,RZG77HAN4VI,3,RS,Lawrence,Keysight,Finale,NO,Internal,Site,1.35,07/27/2019,373,1122906,,Completed,,,
10708,Approved,Tenma DMM,UGO34HNH1HK,6,SS,Jane,Keysight,Altavista,YES,Internal,In-site,5.68,07/27/2019,374,1110708,,Completed,,,
76424,Approved,Fluke115,WXA01EMM0SH,6,HS,Gisela,Keysight,Yahoo,NO,External,In-site,0.38,07/27/2019,375,1176424,,Completed,,,
8596,In review,DC Power Supply,DYW02YEI1PX,3,RSE,Ria,PP,Google,YES,External,In-site,9.87,07/27/2019,376,118596,,Completed,,,
45424,Completed,Ionizer Fan,PUO58FVC3HC,6,HS,Janna,PP,Yahoo,NO,External,Site,4.03,07/27/2019,377,1145424,,Completed,,,
20079,Completed,Datapaq Q18,XTW90JDJ2VH,3,ISL,Reuben,PP,Borland,YES,External,In-site,6.04,07/27/2019,378,1120079,,Completed,,,
34459,Completed,Datapaq Q18,AIF20YKJ7NE,12,SS,Sloane,PP,Finale,YES,External,Site,9.71,07/27/2019,379,1134459,,Completed,,,
54483,Completed,Fluke117,BFM40LUK7BM,3,RSE,Desiree,Keysight,Macromedia,NO,Internal,In-site,5.53,07/28/2019,380,1154483,,Completed,,,
30963,Approved,Datapaq Q18,RXK31EYA2CF,12,RSE,Barclay,PP,Lavasoft,YES,External,In-site,6.68,07/28/2019,381,1130963,,Completed,,,
74197,Completed,DC Power Supply,CEU52ODS1RB,6,ISL,Mira,Honeywell,Microsoft,YES,External,In-site,5.77,07/28/2019,382,1174197,,Completed,,,
6518,Completed,Caliper,QAW68JYV4JA,3,RSE,Reed,Honeywell,Adobe,NO,Internal,Site,8.54,07/29/2019,383,116518,,Completed,,,
31711,Completed,Datapaq Q18,QPH40MTM7DD,3,SS,Wanda,Dell,Google,YES,Internal,In-site,1.88,07/29/2019,384,1131711,,Completed,,,
89177,In review,Data Switch,IEX18XDH6JX,12,RSE,Edan,Honeywell,Sibelius,YES,External,In-site,6.68,07/29/2019,385,1189177,,Completed,,,
44073,Approved,Caliper,OTG50KXT8MT,3,SS,Nehru,Dell,Lycos,YES,External,In-site,4.99,07/29/2019,386,1144073,,Completed,,,
25815,In review,Ionizer Gun,JTA74OWA9UE,3,SS,Ryder,Dell,Lavasoft,NO,External,In-site,2.16,07/29/2019,387,1125815,,Completed,,,
35006,Approved,Datapaq Q18,UXT47ZST5NV,12,RSE,Scott,PP,Altavista,YES,Internal,Site,5.86,07/29/2019,388,1135006,,Completed,,,
1475,In review,Fluke115,SCG21AXC5ZG,12,SS,Hadassah,Dell,Lavasoft,NO,Internal,In-site,6.54,07/29/2019,389,111475,,Completed,,,
71625,Completed,Ionizer Gun,QIM43KXL0BJ,6,HS,Ima,Dell,Macromedia,NO,External,In-site,0.24,07/29/2019,390,1171625,,Completed,,,
65006,Approved,Fluke115,HEM63BUK8VS,12,RSE,Claudia,Dell,Lycos,YES,External,In-site,9.03,07/30/2019,391,1165006,,Completed,,,
69769,In review,Ionizer Fan,NKF23HYF7DY,3,SS,Winter,Honeywell,Apple Systems,YES,Internal,Site,1.04,07/30/2019,392,1169769,,Completed,,,
99170,Completed,DC Power Supply,LZU39GCY3JS,6,HS,Blaze,Dell,Google,YES,External,Site,9.64,07/30/2019,393,1199170,,Completed,,,
18120,Completed,Tenma DMM,XDH67YWC2MW,3,ISL,Dillon,Honeywell,Finale,NO,External,In-site,6.6,07/30/2019,394,1118120,,Completed,,,
76654,Completed,Datapaq Q18,IJG65AIW8OC,3,RS,Lisandra,Dell,Altavista,NO,External,In-site,6.38,07/30/2019,395,1176654,,Completed,,,
24024,Completed,Caliper,VCE68FLW7GS,3,HS,Callum,Honeywell,Borland,YES,Internal,In-site,2.15,07/31/2019,396,1124024,,Completed,,,
84575,Completed,Caliper,DQM23CWT6OL,3,HS,Palmer,Honeywell,Apple Systems,NO,Internal,Site,7.25,07/31/2019,397,1184575,,Completed,,,
54962,Approved,Tenma DMM,YXR73LAJ7OV,12,RS,Byron,PP,Lycos,NO,Internal,Site,0.02,07/31/2019,398,1154962,,Completed,,,
14835,Completed,Ionizer Gun,DDI58LCW0PV,6,ISL,Phillip,Keysight,Yahoo,YES,External,In-site,0.21,07/31/2019,399,1114835,,Completed,,,
42684,Approved,Fluke117,UBM88WVJ7WX,6,HS,Chastity,Keysight,Lycos,NO,External,Site,3.37,07/31/2019,400,1142684,,Completed,,,
39757,Completed,Fluke115,DZI82QSW1HR,3,SS,Paki,PP,Google,YES,Internal,Site,5.2,07/31/2019,401,1139757,,Completed,,,
32863,In review,Data Switch,VWP20DNX4ET,6,HS,Madeson,PP,Borland,YES,External,In-site,7.81,08/01/2019,402,1132863,,Completed,,,
86662,Approved,Fluke117,UEG08WBB3DL,12,RS,Kylie,PP,Apple Systems,NO,External,In-site,3.43,08/01/2019,403,1186662,,Completed,,,
57058,In review,Datapaq Q18,TPV28BQQ1TG,12,HS,Laura,Keysight,Lavasoft,NO,Internal,In-site,5,08/01/2019,404,1157058,,Completed,,,
17049,Completed,Fluke117,PSQ82SDI6OM,12,ISL,Oliver,Keysight,Adobe,YES,External,Site,0.81,08/01/2019,405,1117049,,Completed,,,
13428,Approved,Ionizer Fan,EIL66SJS8EA,3,SS,Jana,PP,Altavista,NO,Internal,In-site,8.63,08/02/2019,406,1113428,,Completed,,,
74171,Approved,DC Power Supply,OQW15EWS0GO,6,HS,Lacey,Keysight,Google,NO,Internal,Site,6.92,08/02/2019,407,1174171,,Completed,,,
96258,Completed,Fluke117,QKJ28FRE1ID,6,SS,Meghan,Honeywell,Finale,NO,Internal,In-site,2.86,08/02/2019,408,1196258,,Completed,,,
10867,In review,Ionizer Gun,ZNJ09BEW6UF,12,RSE,Jayme,Dell,Chami,NO,Internal,In-site,7.31,08/02/2019,409,1110867,,Completed,,,
1799,Approved,Data Switch,QZW45IMA3DR,3,SS,Conan,PP,Microsoft,YES,Internal,Site,1.12,08/03/2019,410,111799,,Completed,,,
87141,In review,Tenma DMM,OHE75ZAL4OJ,12,ISL,Barry,Dell,Microsoft,NO,External,Site,8.2,08/03/2019,411,1187141,,Completed,,,
48342,Completed,Tenma DMM,VZD14WWL9YX,3,SS,Raven,Keysight,Apple Systems,NO,Internal,In-site,5.21,08/04/2019,412,1148342,,Completed,,,
78224,In review,Ionizer Gun,RIM22OGX8AV,3,HS,Ulla,Keysight,Microsoft,YES,Internal,In-site,3.61,08/04/2019,413,1178224,,Completed,,,
74428,In review,Ionizer Gun,VKI08ZXY9KM,6,HS,Jackson,PP,Adobe,YES,Internal,In-site,1.28,08/04/2019,414,1174428,,Completed,,,
85044,In review,Ionizer Fan,HEL83XEC3JN,6,HS,Karen,PP,Lycos,YES,External,Site,1.82,08/05/2019,415,1185044,,Completed,,,
63873,Completed,Tenma DMM,HFU53UTV2VU,3,ISL,Xenos,Keysight,Lycos,NO,Internal,In-site,5.52,08/05/2019,416,1163873,,Completed,,,
18785,Completed,Fluke117,LOG15HTK0YX,3,RSE,Knox,Keysight,Macromedia,NO,Internal,Site,9.15,08/05/2019,417,1118785,,Completed,,,
84079,In review,Fluke117,CVV39EKX5MP,3,SS,Neve,Honeywell,Borland,NO,External,In-site,7.44,08/05/2019,418,1184079,,Completed,,,
70551,In review,Fluke117,HVA97PXX9IK,6,RSE,Quemby,PP,Yahoo,YES,External,Site,9.79,08/06/2019,419,1170551,,Completed,,,
53774,Approved,Caliper,ADC74QSD9ZS,12,HS,Rhoda,Dell,Lycos,NO,Internal,Site,5.8,08/06/2019,420,1153774,,Completed,,,
84820,In review,Ionizer Fan,YJJ30OQT7QP,12,RS,Willa,Dell,Apple Systems,YES,Internal,In-site,4.83,08/06/2019,421,1184820,,Completed,,,
83240,Approved,Fluke115,LCN68WNG4PT,12,HS,Xaviera,PP,Yahoo,NO,Internal,In-site,9.67,08/06/2019,422,1183240,,Completed,,,
49723,Approved,DC Power Supply,MWN92UJD6UI,6,RS,Emmanuel,Keysight,Cakewalk,NO,External,Site,2.66,08/06/2019,423,1149723,,Completed,,,
73350,In review,Fluke117,DOK25DVX7SX,12,RS,Rama,Dell,Google,NO,Internal,In-site,3.06,08/06/2019,424,1173350,,Completed,,,
5342,In review,Fluke115,OTW83PAB6KL,12,SS,Hop,Dell,Lavasoft,NO,External,Site,8.54,08/07/2019,425,115342,,Completed,,,
34971,Approved,Ionizer Gun,MQC99NSX9DD,3,HS,Amir,PP,Microsoft,YES,External,Site,8.44,08/07/2019,426,1134971,,Completed,,,
42858,Completed,Data Switch,QQV24TTD1BQ,12,SS,Nyssa,Honeywell,Microsoft,NO,External,In-site,4.81,08/07/2019,427,1142858,,Completed,,,
42793,Completed,Ionizer Fan,RJV49XEH7RY,12,RS,Autumn,Keysight,Lycos,NO,External,Site,0.87,08/07/2019,428,1142793,,Completed,,,
1116,Approved,Tenma DMM,WJK95TJH9AR,6,SS,Dennis,Dell,Borland,NO,External,In-site,6.67,08/07/2019,429,111116,,Completed,,,
86064,Approved,Ionizer Gun,XBN03VNQ4FV,6,HS,Nicholas,PP,Altavista,YES,Internal,In-site,7.32,08/07/2019,430,1186064,,Completed,,,
5711,Approved,Datapaq Q18,SVX77YNO1DR,3,RSE,Nora,Dell,Apple Systems,YES,Internal,Site,6.58,08/07/2019,431,115711,,Completed,,,
41241,Approved,Fluke117,PHJ31DUB2ET,3,RS,Tobias,PP,Lycos,NO,Internal,In-site,5.32,08/07/2019,432,1141241,,Completed,,,
66995,Completed,Ionizer Gun,YXT92ISF1TV,12,SS,Shelly,Dell,Borland,YES,Internal,In-site,6.59,08/08/2019,433,1166995,,Completed,,,
55996,In review,Ionizer Gun,DON11JEW8UG,3,HS,Tyrone,Honeywell,Lavasoft,NO,Internal,In-site,5.5,08/08/2019,434,1155996,,Completed,,,
25334,In review,Tenma DMM,VYD62LPW7OH,3,RS,Dominic,Keysight,Macromedia,YES,Internal,Site,9.57,08/08/2019,435,1125334,,Completed,,,
75775,Approved,Caliper,UJI75DCT3GY,3,RS,Chase,Honeywell,Chami,YES,Internal,Site,8.87,08/08/2019,436,1175775,,Completed,,,
94241,In review,Caliper,XJC52VCV3FF,3,RSE,Graham,Dell,Lavasoft,YES,Internal,In-site,9.41,08/08/2019,437,1194241,,Completed,,,
26970,In review,DC Power Supply,HJC47JZC4PZ,12,SS,Irene,Keysight,Finale,YES,Internal,Site,8.29,08/08/2019,438,1126970,,Completed,,,
56096,Completed,Tenma DMM,SHT03LCY9BO,3,SS,Dieter,Honeywell,Apple Systems,NO,Internal,Site,7.95,08/09/2019,439,1156096,,Completed,,,
36099,Completed,Fluke117,TSP11HHT3VY,6,SS,Skyler,PP,Apple Systems,YES,External,Site,1.8,08/09/2019,440,1136099,,Completed,,,
89358,Completed,DC Power Supply,IWA51BHW3FY,12,ISL,Tallulah,PP,Macromedia,YES,External,In-site,7.16,08/09/2019,441,1189358,,Completed,,,
92034,Approved,Datapaq Q18,EFN68NIM3LX,6,RS,Vivian,PP,Apple Systems,NO,External,In-site,1.14,08/09/2019,442,1192034,,Completed,,,
18961,In review,Fluke115,KUG19IIL6BM,3,SS,Burke,Honeywell,Microsoft,YES,Internal,Site,0.88,08/09/2019,443,1118961,,Completed,,,
91952,Approved,Fluke115,HIV11ARM0XL,6,ISL,Sybil,PP,Altavista,YES,Internal,Site,2.7,08/10/2019,444,1191952,,Completed,,,
49745,Completed,Data Switch,YZC39ZIK0PN,3,RSE,Ursa,Keysight,Lavasoft,YES,External,Site,1.6,08/10/2019,445,1149745,,Completed,,,
38054,Approved,Ionizer Gun,EDK28EZN7FN,3,SS,Kermit,Keysight,Macromedia,NO,Internal,Site,4.25,08/10/2019,446,1138054,,Completed,,,
68052,Completed,Fluke117,EXA87RMJ7GE,6,RS,Gemma,PP,Adobe,YES,External,In-site,2.81,08/10/2019,447,1168052,,Completed,,,
37624,Completed,Fluke117,TNI61NIG6LC,6,RSE,Aubrey,Keysight,Yahoo,YES,External,Site,7.75,08/10/2019,448,1137624,,Completed,,,
28455,Approved,Ionizer Gun,GOA45WIK1KH,12,HS,Quentin,Keysight,Microsoft,NO,External,Site,9.17,08/10/2019,449,1128455,,Completed,,,
8103,Approved,Tenma DMM,KZZ02RSR0YN,12,RSE,Wanda,Keysight,Chami,YES,Internal,Site,0.69,08/11/2019,450,118103,,Completed,,,
54198,In review,Ionizer Fan,QZC43UYO2AC,3,HS,Jerome,Honeywell,Altavista,NO,Internal,Site,0.6,08/11/2019,451,1154198,,Completed,,,
44643,Completed,Datapaq Q18,EXA13VDQ8ZE,12,RSE,Madeson,Honeywell,Cakewalk,NO,External,Site,0.83,08/11/2019,452,1144643,,Completed,,,
48897,Approved,Fluke115,NTH83NAT1YC,12,HS,Philip,Honeywell,Adobe,YES,Internal,In-site,4.2,08/11/2019,453,1148897,,Completed,,,
61636,Approved,Caliper,TVT05FQG1KX,6,RS,Vance,Keysight,Borland,YES,External,In-site,0.71,08/12/2019,454,1161636,,Completed,,,
57991,Approved,Fluke115,HMQ74AMP5MH,3,ISL,Ruth,Keysight,Adobe,NO,External,In-site,4.18,08/12/2019,455,1157991,,Completed,,,
8429,Completed,Fluke115,ZJU41DAM8WX,3,ISL,Nathaniel,PP,Sibelius,YES,External,Site,6.17,08/12/2019,456,118429,,Completed,,,
56656,Approved,Fluke117,XKG17PUS8NL,3,RS,Jemima,Keysight,Apple Systems,YES,Internal,In-site,9.1,08/12/2019,457,1156656,,Completed,,,
18773,Completed,Fluke117,SAQ49OCZ3BH,6,RS,Brady,PP,Cakewalk,YES,Internal,Site,0.97,08/12/2019,458,1118773,,Completed,,,
89026,Approved,Ionizer Fan,XOO81FZP8QH,12,HS,Arden,Honeywell,Borland,YES,External,Site,3.4,08/12/2019,459,1189026,,Completed,,,
2302,Approved,Datapaq Q18,TRP16AVA1IG,6,SS,Kessie,Keysight,Yahoo,YES,External,Site,9.55,08/13/2019,460,112302,,Completed,,,
87743,In review,Data Switch,QGX54HBG1WV,6,RSE,Stacey,Dell,Lycos,YES,External,In-site,1.02,08/13/2019,461,1187743,,Completed,,,
71044,Approved,Fluke117,QIP51FNJ6JK,12,SS,Kirk,Keysight,Sibelius,YES,Internal,Site,9.88,08/13/2019,462,1171044,,Completed,,,
16220,Completed,Fluke115,RAM57SKZ8HL,3,ISL,Uma,Keysight,Adobe,NO,External,Site,6.91,08/14/2019,463,1116220,,Completed,,,
75561,Approved,Ionizer Gun,WDH22URD6NX,12,SS,Arden,PP,Finale,NO,External,Site,5.18,08/15/2019,464,1175561,,Completed,,,
1850,In review,Ionizer Gun,VPJ85SRE9LM,12,ISL,Randall,PP,Adobe,NO,External,Site,9.33,08/15/2019,465,111850,,Completed,,,
52770,In review,Caliper,SVU21DEL8ZQ,12,ISL,Hiram,Honeywell,Apple Systems,YES,Internal,In-site,5.56,08/15/2019,466,1152770,,Completed,,,
71917,Approved,DC Power Supply,CWL91PMT4PE,3,RS,May,Dell,Altavista,NO,External,In-site,9.21,08/15/2019,467,1171917,,Completed,,,
96915,Completed,Fluke115,OPP97LOV9VR,12,SS,Rinah,Dell,Cakewalk,NO,Internal,Site,9.45,08/15/2019,468,1196915,,Completed,,,
53608,Completed,Caliper,CSE46HXV3PB,3,RSE,Regan,Dell,Lycos,NO,Internal,In-site,0.49,08/15/2019,469,1153608,,Completed,,,
83825,In review,Ionizer Fan,CVN85FKA5TN,3,SS,Richard,PP,Finale,NO,External,In-site,8.68,08/15/2019,470,1183825,,Completed,,,
37534,In review,Datapaq Q18,SWB94USA9UY,12,HS,Taylor,PP,Macromedia,NO,Internal,Site,5.59,08/16/2019,471,1137534,,Completed,,,
67842,Approved,Data Switch,ONL13RRC0AJ,3,SS,Dacey,Honeywell,Chami,NO,Internal,Site,0.67,08/16/2019,472,1167842,,Completed,,,
88307,Approved,Datapaq Q18,SSI41WJW4MD,3,RS,Amelia,PP,Apple Systems,YES,External,Site,3.8,08/16/2019,473,1188307,,Completed,,,
69472,In review,Tenma DMM,IAS36RQY8ZS,3,SS,Nehru,Honeywell,Sibelius,YES,External,Site,4.71,08/16/2019,474,1169472,,Completed,,,
78598,In review,Fluke117,NGL36JUT9NW,6,HS,Nell,Dell,Apple Systems,YES,Internal,Site,1.06,08/16/2019,475,1178598,,Completed,,,
25488,Completed,DC Power Supply,GCA61ORP5WL,6,RSE,Amber,Dell,Macromedia,NO,Internal,In-site,9.92,08/16/2019,476,1125488,,Completed,,,
43390,In review,Tenma DMM,XWQ15QXH3KS,6,SS,Tamara,PP,Chami,YES,External,Site,9.39,08/17/2019,477,1143390,,Completed,,,
96363,Completed,Fluke115,ZSB82OSH6SB,6,ISL,Shay,Keysight,Microsoft,NO,Internal,In-site,9.12,08/17/2019,478,1196363,,Completed,,,
90092,Approved,Datapaq Q18,CQS18YED4LS,6,RSE,Evan,Dell,Macromedia,NO,External,In-site,5.92,08/17/2019,479,1190092,,Completed,,,
19179,In review,Fluke117,OYV91DQM0TW,12,RS,Roth,Keysight,Lavasoft,NO,External,In-site,9.7,08/17/2019,480,1119179,,Completed,,,
18026,In review,Fluke115,PXQ78JJD9TJ,6,RSE,Judith,Honeywell,Microsoft,YES,External,In-site,1.47,08/18/2019,481,1118026,,Completed,,,
69441,In review,Data Switch,VWB25WTO4XR,3,ISL,Ferris,Keysight,Adobe,YES,External,Site,8.82,08/19/2019,482,1169441,,Completed,,,
4533,Approved,Fluke115,SNH78XXA4IB,6,SS,Shea,Honeywell,Altavista,NO,Internal,In-site,0.51,08/19/2019,483,114533,,Completed,,,
99007,In review,Tenma DMM,WGP20MCB3EM,12,RS,Garth,Honeywell,Cakewalk,NO,Internal,Site,1.94,08/19/2019,484,1199007,,Completed,,,
63481,In review,Caliper,GZN08HOR7DH,3,HS,Ginger,Dell,Finale,NO,Internal,Site,2.67,08/20/2019,485,1163481,,Completed,,,
41900,Completed,Caliper,NTN27GFE0VJ,3,ISL,Wesley,Honeywell,Lycos,YES,Internal,Site,8.89,08/20/2019,486,1141900,,Completed,,,
12861,In review,Data Switch,TLM86PDT2ES,3,RS,Quemby,PP,Apple Systems,YES,External,In-site,1.04,08/20/2019,487,1112861,,Completed,,,
41996,Completed,Caliper,GXF96WQD8ON,3,RSE,Sydney,Honeywell,Sibelius,YES,External,Site,9.56,08/20/2019,488,1141996,,Completed,,,
20022,Approved,Ionizer Gun,TGN17NIE3AL,12,RSE,Declan,Keysight,Lavasoft,NO,Internal,Site,7.63,08/21/2019,489,1120022,,Completed,,,
70038,Completed,DC Power Supply,RFK74LBG9VE,6,RSE,Miranda,Keysight,Yahoo,NO,Internal,In-site,3.04,08/21/2019,490,1170038,,Completed,,,
40206,Completed,Data Switch,NPY81YJK7NC,12,RSE,Maile,PP,Borland,YES,External,In-site,4.08,08/21/2019,491,1140206,,Completed,,,
85691,Approved,DC Power Supply,KRW89NYA7LT,6,HS,Damian,Keysight,Borland,YES,Internal,In-site,6.9,08/21/2019,492,1185691,,Completed,,,
29895,In review,Ionizer Fan,DEL78AFV1SJ,12,RS,Linda,Dell,Chami,NO,Internal,Site,2.18,08/21/2019,493,1129895,,Completed,,,
23413,In review,Tenma DMM,XIC69SXF2CH,12,HS,Hedy,Honeywell,Yahoo,YES,External,Site,3.48,08/21/2019,494,1123413,,Completed,,,
91245,Approved,Fluke117,KGE81UNY8UK,12,RS,Joshua,Keysight,Sibelius,NO,External,Site,0.63,08/21/2019,495,1191245,,Completed,,,
49744,Completed,Ionizer Fan,MFZ15KYZ5SH,12,RSE,Keith,Honeywell,Lycos,NO,External,In-site,2.62,08/21/2019,496,1149744,,Completed,,,
79701,Approved,Tenma DMM,GOC31ATT9GZ,3,HS,Leroy,Dell,Finale,YES,Internal,Site,0.09,08/22/2019,497,1179701,,Completed,,,
95397,Approved,Fluke117,NLX47DHV4PQ,12,RS,Vielka,Honeywell,Sibelius,NO,External,Site,1.22,08/22/2019,498,1195397,,Completed,,,
46547,In review,Fluke115,CWV58QJA8MJ,12,SS,Brendan,PP,Apple Systems,YES,External,In-site,2.61,08/22/2019,499,1146547,,Completed,,,
74097,Approved,Ionizer Fan,COF95RPM2SA,3,RS,Colin,Honeywell,Lavasoft,YES,External,Site,5.32,08/23/2019,500,1174097,,Completed,,,
429,In review,Tenma DMM,OWI83EAB0JN,3,SS,Hayes,Keysight,Adobe,YES,Internal,Site,5.36,08/23/2019,501,11429,,Completed,,,
2959,Completed,Caliper,YUS16LIE0LW,6,ISL,Leilani,PP,Lycos,YES,Internal,Site,3.14,08/23/2019,502,112959,,Completed,,,
94080,Approved,Datapaq Q18,EKW17IHQ6EV,12,RS,Mechelle,PP,Apple Systems,YES,External,Site,5.97,08/23/2019,503,1194080,,Completed,,,
19316,Approved,Fluke115,JGH92PZW1MX,12,RSE,Kermit,PP,Apple Systems,NO,External,Site,2.79,08/24/2019,504,1119316,,Completed,,,
61508,Completed,Ionizer Fan,CCD70IWL4WZ,6,SS,Sharon,Honeywell,Altavista,YES,Internal,Site,5.07,08/24/2019,505,1161508,,Completed,,,
21891,Approved,DC Power Supply,OLT64EVO2ZS,6,RSE,Carlos,PP,Google,NO,Internal,Site,5.29,08/24/2019,506,1121891,,Completed,,,
52148,In review,Ionizer Fan,UWH14KRX5OD,3,RSE,Hamish,Dell,Chami,NO,External,Site,4.37,08/24/2019,507,1152148,,Completed,,,
13774,Approved,Ionizer Fan,WMD98TMA6WW,3,HS,Patricia,PP,Yahoo,NO,Internal,In-site,3.39,08/24/2019,508,1113774,,Completed,,,
36739,Completed,Data Switch,YLE47TIX7WM,6,ISL,Aubrey,Keysight,Borland,YES,External,Site,7.78,08/24/2019,509,1136739,,Completed,,,
85181,In review,Ionizer Gun,DDT14ACH5EW,6,RS,Lacy,Dell,Apple Systems,YES,External,Site,8.17,08/24/2019,510,1185181,,Completed,,,
29355,Approved,Datapaq Q18,LWH23XPP2OQ,12,SS,Ulla,Honeywell,Lavasoft,YES,Internal,In-site,1.37,08/25/2019,511,1129355,,Completed,,,
34713,Approved,Data Switch,VAF82POT2AO,3,ISL,Galena,Dell,Adobe,YES,External,Site,4.43,08/25/2019,512,1134713,,Completed,,,
14094,Approved,Fluke115,BZN66GHP0JB,12,RSE,Nina,Dell,Chami,YES,External,In-site,7.7,08/25/2019,513,1114094,,Completed,,,
32279,Completed,Data Switch,FIM75NAI7VA,12,RSE,Arthur,PP,Adobe,YES,External,In-site,6.34,08/25/2019,514,1132279,,Completed,,,
54193,Completed,DC Power Supply,OBU95HAY7JN,6,HS,Althea,Honeywell,Lavasoft,NO,Internal,In-site,8.26,08/25/2019,515,1154193,,Completed,,,
40808,In review,Ionizer Gun,CAI69QMZ8HL,6,ISL,Blaine,Honeywell,Lavasoft,YES,External,In-site,7.64,08/25/2019,516,1140808,,Completed,,,
1218,Completed,Tenma DMM,FBB62VDC0DR,6,RSE,Dominique,Honeywell,Google,NO,Internal,Site,8.82,08/25/2019,517,111218,,Completed,,,
75400,Approved,Caliper,GVN23BOJ8JJ,6,RSE,Noble,PP,Microsoft,NO,External,In-site,9.1,08/25/2019,518,1175400,,Completed,,,
82574,Approved,Ionizer Gun,WWE34YLO1OI,12,RSE,Dustin,Dell,Lycos,NO,External,In-site,5.84,08/26/2019,519,1182574,,Completed,,,
59785,Approved,Data Switch,RBN98EXI0PR,3,HS,Destiny,Honeywell,Borland,NO,Internal,Site,4.15,08/26/2019,520,1159785,,Completed,,,
